,anot,date,start_time,end_time,event_no,D001,D002,D004,ENTERHOME,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,c,duration,weekday,season
822,Meal_Preparation,2010-11-30 00:00:00.000000,2020-05-14 10:17:26.695392,2020-05-14 10:23:35.165618,823.0,,,,,,,,,,,,,1.0,,,,1.0,3.0,18.0,2.0,7.0,5.0,27.0,1.0,,,,,,,,,,,,,0 days 00:06:08.470226000,Tuesday,autumn
823,Meal_Preparation,2010-11-30 00:00:00.000000,2020-05-14 10:24:28.085101,2020-05-14 10:25:46.311728,824.0,,,,,,,,,,,,0.0,1.0,,,,1.0,,4.0,4.0,2.0,2.0,8.0,1.0,0.0,,,,,,,,,,,,0 days 00:01:18.226627000,Tuesday,autumn
824,Eating,2010-11-30 00:00:00.000000,2020-05-14 10:26:08.088902,2020-05-14 10:31:49.207822,825.0,,,,,,,,,,,,,1.0,,,,2.0,15.0,,,2.0,4.0,3.0,5.0,,,,,,,,,,,,,0 days 00:05:41.118920000,Tuesday,autumn
825,Leave_Home,2010-11-30 00:00:00.000000,2020-05-14 11:32:04.117499,2020-05-14 11:32:08.556479,826.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.438980000,Tuesday,autumn
826,Enter_Home,2010-11-30 00:00:00.000000,2020-05-14 11:32:42.202472,2020-05-14 11:32:47.350567,827.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:05.148095000,Tuesday,autumn
827,Leave_Home,2010-11-30 00:00:00.000000,2020-05-14 11:33:07.171755,2020-05-14 11:33:11.731641,828.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.559886000,Tuesday,autumn
828,Enter_Home,2010-11-30 00:00:00.000000,2020-05-14 13:55:39.770092,2020-05-14 13:55:44.713926,829.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.943834000,Tuesday,autumn
829,Meal_Preparation,2010-11-30 00:00:00.000000,2020-05-14 13:57:23.474018,2020-05-14 14:03:43.341863,830.0,,,,,,,,,,,,,,,,,,1.0,26.0,10.0,6.0,6.0,35.0,,,,,,,,,,,,,,0 days 00:06:19.867845000,Tuesday,autumn
830,Relax,2010-11-30 00:00:00.000000,2020-05-14 14:03:59.725709,2020-05-14 14:25:53.212655,831.0,,,,,,,,,,,,,56.0,3.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:21:53.486946000,Tuesday,autumn
831,Leave_Home,2010-11-30 00:00:00.000000,2020-05-14 14:32:25.929375,2020-05-14 14:32:32.055254,832.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0 days 00:00:06.125879000,Tuesday,autumn
832,Enter_Home,2010-11-30 00:00:00.000000,2020-05-14 15:12:19.909204,2020-05-14 15:12:43.532281,833.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,2.0,3.0,,,0 days 00:00:23.623077000,Tuesday,autumn
833,Relax,2010-11-30 00:00:00.000000,2020-05-14 15:21:41.439233,2020-05-14 15:36:10.166608,834.0,,,,,,,,,,,,1.0,67.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,3.0,2.0,5.0,3.0,4.0,2.0,,2.0,36.0,14.0,9.0,9.0,1.0,,,0 days 00:14:28.727375000,Tuesday,autumn
834,Relax,2010-11-30 00:00:00.000000,2020-05-14 15:55:11.842413,2020-05-14 16:00:08.455438,835.0,,,,,,,,,,,,,16.0,,,,1.0,,,,,,,2.0,1.0,1.0,,,2.0,23.0,9.0,1.0,,,,,0 days 00:04:56.613025000,Tuesday,autumn
835,Relax,2010-11-30 00:00:00.000000,2020-05-14 16:02:45.025623,2020-05-14 16:07:18.768853,836.0,,,,,,,,,,,,1.0,33.0,1.0,0.0,4.0,7.0,19.0,3.0,,,1.0,1.0,17.0,8.0,,,,,,,,,,,,0 days 00:04:33.743230000,Tuesday,autumn
836,Eating,2010-11-30 00:00:00.000000,2020-05-14 16:12:00.901638,2020-05-14 16:24:22.729236,837.0,,,,,,,,,,,,,,7.0,,,3.0,72.0,,5.0,4.0,7.0,6.0,8.0,0.0,,,,,,,0.0,,,,,0 days 00:12:21.827598000,Tuesday,autumn
837,Leave_Home,2010-11-30 00:00:00.000000,2020-05-14 16:35:51.206347,2020-05-14 16:36:05.409772,838.0,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,0.0,2.0,,,,0 days 00:00:14.203425000,Tuesday,autumn
838,Enter_Home,2010-11-30 00:00:00.000000,2020-05-14 16:44:36.893971,2020-05-14 16:44:42.977920,839.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,0 days 00:00:06.083949000,Tuesday,autumn
839,Relax,2010-11-30 00:00:00.000000,2020-05-14 17:16:06.686733,2020-05-14 17:24:18.139137,840.0,,,,,,,,,,,,,37.0,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:08:11.452404000,Tuesday,autumn
840,Meal_Preparation,2010-11-30 00:00:00.000000,2020-05-14 17:26:09.469485,2020-05-14 17:39:43.786243,841.0,,0.0,,,,,,,,,,,,,,,,5.0,3.0,8.0,22.0,37.0,48.0,3.0,,,,,,,,,,,,,0 days 00:13:34.316758000,Tuesday,autumn
841,Relax,2010-11-30 00:00:00.000000,2020-05-14 17:41:11.755733,2020-05-14 17:47:07.366516,842.0,,,,,,,,,,,,,18.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:05:55.610783000,Tuesday,autumn
842,Relax,2010-11-30 00:00:00.000000,2020-05-14 17:48:36.459390,2020-05-14 18:04:56.636099,843.0,,,,,,,,,,,,,63.0,,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:16:20.176709000,Tuesday,autumn
843,Eating,2010-11-30 00:00:00.000000,2020-05-14 18:14:42.335545,2020-05-14 18:24:27.782935,844.0,,,,,,,,,,,,,,,,,2.0,36.0,,,2.0,3.0,2.0,2.0,,,,,,,,,,,,,0 days 00:09:45.447390000,Tuesday,autumn
844,Relax,2010-11-30 00:00:00.000000,2020-05-14 18:26:00.826485,2020-05-14 18:46:58.082726,845.0,,,,,,,,,,,,,24.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:20:57.256241000,Tuesday,autumn
845,Relax,2010-11-30 00:00:00.000000,2020-05-14 18:52:22.258670,2020-05-14 19:02:00.150756,846.0,,,,,,,,,,,,,15.0,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:37.892086000,Tuesday,autumn
846,Relax,2010-11-30 00:00:00.000000,2020-05-14 19:15:01.174632,2020-05-14 19:22:11.269648,847.0,,,,,,,,,,,,,4.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:10.095016000,Tuesday,autumn
847,Relax,2010-11-30 00:00:00.000000,2020-05-14 19:22:21.471010,2020-05-14 19:36:54.237152,848.0,,,,,,,,,,,,,15.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:14:32.766142000,Tuesday,autumn
848,Relax,2010-11-30 00:00:00.000000,2020-05-14 19:41:34.968212,2020-05-14 20:30:51.406148,849.0,,,,,,,,,,,,,21.0,2.0,,1.0,5.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:49:16.437936000,Tuesday,autumn
849,Relax,2010-11-30 00:00:00.000000,2020-05-14 20:35:24.819113,2020-05-14 21:22:29.111099,850.0,,,,,,,,,,,,,24.0,,,,5.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:47:04.291986000,Tuesday,autumn
850,Relax,2010-11-30 00:00:00.000000,2020-05-14 21:38:51.470113,2020-05-14 22:25:44.323704,851.0,,,,,,,,,,,,,20.0,1.0,,1.0,5.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:46:52.853591000,Tuesday,autumn
851,Sleeping,2010-12-01 00:00:00.000000,2020-05-14 22:30:36.343082,2020-05-14 08:51:28.370488,852.0,,,1.0,,,9.0,67.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,-1 days +10:20:52.027406000,Wednesday,autumn
852,Meal_Preparation,2010-12-01 00:00:00.000000,2020-05-14 08:59:05.355330,2020-05-14 09:06:42.069928,853.0,,,,,,,,,,,,,4.0,2.0,,1.0,2.0,2.0,26.0,3.0,8.0,9.0,34.0,7.0,,,,,,,,,,,,,0 days 00:07:36.714598000,Wednesday,autumn
853,Relax,2010-12-01 00:00:00.000000,2020-05-14 09:06:48.583203,2020-05-14 09:13:56.756699,854.0,,,,,,,,,,,,,8.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:08.173496000,Wednesday,autumn
854,Relax,2010-12-01 00:00:00.000000,2020-05-14 09:16:19.932728,2020-05-14 09:45:24.442243,855.0,,,,,,,,,,,,,28.0,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:29:04.509515000,Wednesday,autumn
855,Eating,2010-12-01 00:00:00.000000,2020-05-14 10:04:33.909291,2020-05-14 10:12:20.203536,856.0,,,,,,,,,,,,,,,,,,36.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,0 days 00:07:46.294245000,Wednesday,autumn
856,Wash_Dishes,2010-12-01 00:00:00.000000,2020-05-14 10:15:14.287420,2020-05-14 10:29:53.498872,857.0,,,,,,,,,,,,1.0,,,,2.0,2.0,2.0,47.0,,23.0,17.0,57.0,5.0,3.0,1.0,,,,,,,,,,,0 days 00:14:39.211452000,Wednesday,autumn
857,Leave_Home,2010-12-01 00:00:00.000000,2020-05-14 11:22:22.215986,2020-05-14 11:22:28.784833,858.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:06.568847000,Wednesday,autumn
858,Enter_Home,2010-12-01 00:00:00.000000,2020-05-14 13:43:51.512459,2020-05-14 13:43:57.453911,859.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:05.941452000,Wednesday,autumn
859,Relax,2010-12-01 00:00:00.000000,2020-05-14 13:49:02.899115,2020-05-14 14:47:09.837497,860.0,,,,,,,,,,,,,125.0,3.0,,,8.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:58:06.938382000,Wednesday,autumn
860,Housekeeping,2010-12-01 00:00:00.000000,2020-05-14 14:50:57.545355,2020-05-14 15:30:34.332742,861.0,3.0,,,,7.0,1.0,6.0,9.0,25.0,10.0,38.0,20.0,1.0,3.0,16.0,4.0,5.0,20.0,6.0,2.0,2.0,15.0,7.0,91.0,19.0,13.0,,,,8.0,3.0,6.0,1.0,,5.0,,0 days 00:39:36.787387000,Wednesday,autumn
861,Respirate,2010-12-01 00:00:00.000000,2020-05-14 15:34:27.945300,2020-05-14 15:59:23.117141,862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.0,4.0,,,,,,0 days 00:24:55.171841000,Wednesday,autumn
862,Relax,2010-12-01 00:00:00.000000,2020-05-14 16:03:41.317678,2020-05-14 16:29:44.292731,863.0,,,,,,,,,,,,,34.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:26:02.975053000,Wednesday,autumn
863,Relax,2010-12-01 00:00:00.000000,2020-05-14 16:37:24.427514,2020-05-14 17:45:17.850292,864.0,,,,,,,,,,,,,112.0,,,,5.0,,,,,,,18.0,,,,,,,,,,,,,0 days 01:07:53.422778000,Wednesday,autumn
864,Meal_Preparation,2010-12-01 00:00:00.000000,2020-05-14 17:54:41.871853,2020-05-14 18:10:23.072413,865.0,,,,,,,,,,,,,,,,,1.0,6.0,35.0,10.0,12.0,17.0,77.0,9.0,2.0,1.0,,,,,,,,,,,0 days 00:15:41.200560000,Wednesday,autumn
865,Eating,2010-12-01 00:00:00.000000,2020-05-14 18:15:32.318848,2020-05-14 18:21:27.471503,866.0,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:05:55.152655000,Wednesday,autumn
866,Wash_Dishes,2010-12-01 00:00:00.000000,2020-05-14 18:21:35.712736,2020-05-14 18:31:36.099462,867.0,,,,,,,,,,,,,,,,,,7.0,7.0,3.0,5.0,12.0,13.0,9.0,2.0,,,,,,,,,,,,0 days 00:10:00.386726000,Wednesday,autumn
867,Relax,2010-12-01 00:00:00.000000,2020-05-14 18:32:05.074101,2020-05-14 19:16:55.089320,868.0,,,,,,,,,,,,,37.0,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:44:50.015219000,Wednesday,autumn
868,Relax,2010-12-01 00:00:00.000000,2020-05-14 19:21:35.991426,2020-05-14 19:37:00.734023,869.0,,,,,,,,,,,,,10.0,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:15:24.742597000,Wednesday,autumn
869,Relax,2010-12-01 00:00:00.000000,2020-05-14 19:39:03.325626,2020-05-14 20:52:27.263200,870.0,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,0 days 01:13:23.937574000,Wednesday,autumn
870,Relax,2010-12-01 00:00:00.000000,2020-05-14 20:54:24.367600,2020-05-14 21:04:01.926611,871.0,,,,,,,,,,,,,11.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:37.559011000,Wednesday,autumn
871,Relax,2010-12-01 00:00:00.000000,2020-05-14 21:18:57.022943,2020-05-14 21:30:58.562466,872.0,,,,,,,,,,,,,17.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:12:01.539523000,Wednesday,autumn
872,Relax,2010-12-01 00:00:00.000000,2020-05-14 21:46:33.694655,2020-05-14 22:28:57.038839,873.0,,,,,,,,,,,,,33.0,1.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:42:23.344184000,Wednesday,autumn
873,Relax,2010-12-01 00:00:00.000000,2020-05-14 22:30:04.747056,2020-05-14 22:43:22.824814,874.0,,,,,,,,,,,,,52.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:13:18.077758000,Wednesday,autumn
874,Relax,2010-12-01 00:00:00.000000,2020-05-14 22:44:38.114550,2020-05-14 23:10:48.962650,875.0,,,,,,,,,,,,,9.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:26:10.848100000,Wednesday,autumn
875,Sleeping,2010-12-02 00:00:00.000000,2020-05-14 23:29:42.495324,2020-05-14 04:31:55.583289,876.0,,,,,,3.0,88.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +05:02:13.087965000,Thursday,autumn
876,Bed_to_Toilet,2010-12-02 00:00:00.000000,2020-05-14 04:32:00.652119,2020-05-14 04:36:11.257836,877.0,,,,,,,,4.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:04:10.605717000,Thursday,autumn
877,Sleeping,2010-12-02 00:00:00.000000,2020-05-14 04:36:20.541917,2020-05-14 05:55:32.860925,878.0,,,,,,3.0,16.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 01:19:12.319008000,Thursday,autumn
878,Meal_Preparation,2010-12-02 00:00:00.000000,2020-05-14 05:57:40.540745,2020-05-14 06:05:17.602937,879.0,,,,,,,,,,1.0,,2.0,,,,,,,22.0,,11.0,11.0,39.0,2.0,4.0,2.0,,,,,,,,,,,0 days 00:07:37.062192000,Thursday,autumn
879,Meal_Preparation,2010-12-02 00:00:00.000000,2020-05-14 06:08:17.573918,2020-05-14 06:09:25.541668,880.0,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,3.0,9.0,,,,,,,,,,,,,,0 days 00:01:07.967750000,Thursday,autumn
880,Relax,2010-12-02 00:00:00.000000,2020-05-14 06:12:55.169644,2020-05-14 06:41:55.735137,881.0,,,,,,,,,,,,,20.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:29:00.565493000,Thursday,autumn
881,Meal_Preparation,2010-12-02 00:00:00.000000,2020-05-14 07:55:25.422130,2020-05-14 07:58:41.638225,882.0,,,,,,,,,,,,,,,,,,10.0,17.0,,7.0,11.0,15.0,4.0,1.0,,,,,,,,,,,,0 days 00:03:16.216095000,Thursday,autumn
882,Eating,2010-12-02 00:00:00.000000,2020-05-14 07:58:42.022126,2020-05-14 08:03:13.579231,883.0,,,,,,,,,,,,,,,,,,32.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:04:31.557105000,Thursday,autumn
883,Leave_Home,2010-12-02 00:00:00.000000,2020-05-14 08:31:14.331215,2020-05-14 08:31:17.941724,884.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.610509000,Thursday,autumn
884,Enter_Home,2010-12-02 00:00:00.000000,2020-05-14 11:14:20.474096,2020-05-14 11:14:51.828258,885.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,2.0,3.0,,,0 days 00:00:31.354162000,Thursday,autumn
885,Leave_Home,2010-12-02 00:00:00.000000,2020-05-14 11:43:32.841499,2020-05-14 11:43:37.484469,886.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.642970000,Thursday,autumn
886,Enter_Home,2010-12-02 00:00:00.000000,2020-05-14 15:30:55.217151,2020-05-14 15:31:00.134998,887.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.917847000,Thursday,autumn
887,Leave_Home,2010-12-02 00:00:00.000000,2020-05-14 15:32:03.489322,2020-05-14 15:32:07.597581,888.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.108259000,Thursday,autumn
888,Enter_Home,2010-12-02 00:00:00.000000,2020-05-14 15:32:47.510562,2020-05-14 15:32:52.493303,889.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:04.982741000,Thursday,autumn
889,Relax,2010-12-02 00:00:00.000000,2020-05-14 15:49:12.978132,2020-05-14 19:03:41.649629,890.0,,,,,,,,,,,,,120.0,1.0,,,5.0,,,,,,,11.0,,,,,,,,,,,,,0 days 03:14:28.671497000,Thursday,autumn
890,Relax,2010-12-02 00:00:00.000000,2020-05-14 19:16:53.500751,2020-05-14 19:32:07.706160,891.0,,,,,,,,,,,,,51.0,1.0,,2.0,4.0,,,,,,,8.0,,,,,,,,,,,,,0 days 00:15:14.205409000,Thursday,autumn
891,Relax,2010-12-02 00:00:00.000000,2020-05-14 19:32:59.022778,2020-05-14 20:01:48.349412,892.0,,,,,,,,,,,,,40.0,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:28:49.326634000,Thursday,autumn
892,Relax,2010-12-02 00:00:00.000000,2020-05-14 20:03:28.646958,2020-05-14 20:07:24.690216,893.0,,,,,,,,,,,,,8.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:03:56.043258000,Thursday,autumn
893,Meal_Preparation,2010-12-02 00:00:00.000000,2020-05-14 20:08:30.004016,2020-05-14 20:26:21.472476,894.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,7.0,37.0,17.0,26.0,21.0,54.0,5.0,2.0,,,,,,,,,,,,0 days 00:17:51.468460000,Thursday,autumn
894,Eating,2010-12-02 00:00:00.000000,2020-05-14 20:28:03.419768,2020-05-14 20:46:54.407960,895.0,,,,,,,,,,,,,,,,,,106.0,5.0,,1.0,9.0,7.0,4.0,,,,,,,,,,,,,0 days 00:18:50.988192000,Thursday,autumn
895,Relax,2010-12-02 00:00:00.000000,2020-05-14 20:47:48.944532,2020-05-14 21:04:10.553865,896.0,,,,,,,,,,,,,17.0,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:16:21.609333000,Thursday,autumn
896,Relax,2010-12-02 00:00:00.000000,2020-05-14 21:05:50.401465,2020-05-14 21:45:31.050368,897.0,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:39:40.648903000,Thursday,autumn
897,Wash_Dishes,2010-12-02 00:00:00.000000,2020-05-14 21:46:01.305441,2020-05-14 21:50:08.895762,898.0,,,,,,,,,,,,,,,,,,3.0,17.0,5.0,4.0,9.0,20.0,4.0,,,,,,,,,,,,,0 days 00:04:07.590321000,Thursday,autumn
898,Relax,2010-12-02 00:00:00.000000,2020-05-14 21:50:59.335542,2020-05-14 22:45:52.685613,899.0,,,,,,,,,,,,,38.0,,,,6.0,,,,,,,,,,,,,,,,,,,,0 days 00:54:53.350071000,Thursday,autumn
899,Relax,2010-12-02 00:00:00.000000,2020-05-14 22:48:16.936083,2020-05-14 23:22:19.093874,900.0,,,,,,,,,,,,,6.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:34:02.157791000,Thursday,autumn
900,Relax,2010-12-03 00:00:00.000000,2020-05-14 23:35:03.696274,2020-05-14 00:08:01.305854,901.0,,,,,,,,,,,,,24.0,,,1.0,2.0,,,,,,,3.0,,,,,,,,,,,,,-1 days +00:32:57.609580000,Friday,autumn
901,Sleeping,2010-12-03 00:00:00.000000,2020-05-14 00:16:57.276714,2020-05-14 00:39:59.130020,902.0,,,,,,2.0,9.0,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:23:01.853306000,Friday,autumn
902,Bed_to_Toilet,2010-12-03 00:00:00.000000,2020-05-14 00:40:01.592953,2020-05-14 00:42:32.452135,903.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:30.859182000,Friday,autumn
903,Sleeping,2010-12-03 00:00:00.000000,2020-05-14 00:43:04.907127,2020-05-14 08:25:03.892213,904.0,,,,,1.0,9.0,40.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 07:41:58.985086000,Friday,autumn
904,Meal_Preparation,2010-12-03 00:00:00.000000,2020-05-14 08:36:32.402582,2020-05-14 08:42:33.074025,905.0,,,,,,,,,,,,,,,,,,,15.0,7.0,3.0,5.0,31.0,,,,,,,,,,,,,,0 days 00:06:00.671443000,Friday,autumn
905,Relax,2010-12-03 00:00:00.000000,2020-05-14 08:43:56.306266,2020-05-14 08:49:33.756438,906.0,,,,,,,,,,,,,7.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:05:37.450172000,Friday,autumn
906,Meal_Preparation,2010-12-03 00:00:00.000000,2020-05-14 08:49:36.512308,2020-05-14 08:51:53.990666,907.0,,,,,,,,,,,,,,,,,,,8.0,2.0,1.0,4.0,13.0,0.0,,,,,,,,,,,,,0 days 00:02:17.478358000,Friday,autumn
907,Relax,2010-12-03 00:00:00.000000,2020-05-14 08:54:18.107957,2020-05-14 09:07:16.049750,908.0,,,,,,,,,,,,,17.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0 days 00:12:57.941793000,Friday,autumn
908,Relax,2010-12-03 00:00:00.000000,2020-05-14 09:21:09.536932,2020-05-14 09:56:49.000850,909.0,,,,,,,,,,,,,2.0,97.0,,9.0,3.0,,,,,,,7.0,,,,,,,,,,,,,0 days 00:35:39.463918000,Friday,autumn
909,Meal_Preparation,2010-12-03 00:00:00.000000,2020-05-14 10:54:25.955482,2020-05-14 10:55:30.706840,910.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,5.0,5.0,7.0,,,,,,,,,,,,,,0 days 00:01:04.751358000,Friday,autumn
910,Eating,2010-12-03 00:00:00.000000,2020-05-14 10:55:32.042280,2020-05-14 11:01:41.632107,911.0,,,,,,,,,,,,,,,,,3.0,25.0,,,,0.0,,5.0,,,,,,,,,,,,,0 days 00:06:09.589827000,Friday,autumn
911,Leave_Home,2010-12-03 00:00:00.000000,2020-05-14 11:12:02.571609,2020-05-14 11:12:06.501257,912.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.929648000,Friday,autumn
912,Enter_Home,2010-12-03 00:00:00.000000,2020-05-14 11:15:14.352813,2020-05-14 11:15:16.340140,913.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:00:01.987327000,Friday,autumn
913,Leave_Home,2010-12-03 00:00:00.000000,2020-05-14 11:21:19.692024,2020-05-14 11:21:23.143263,914.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:03.451239000,Friday,autumn
914,Enter_Home,2010-12-03 00:00:00.000000,2020-05-14 11:21:52.632402,2020-05-14 11:21:55.969847,915.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.337445000,Friday,autumn
915,Leave_Home,2010-12-03 00:00:00.000000,2020-05-14 11:33:22.971565,2020-05-14 11:33:26.608042,916.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0 days 00:00:03.636477000,Friday,autumn
916,Enter_Home,2010-12-03 00:00:00.000000,2020-05-14 11:33:41.004358,2020-05-14 11:33:45.516618,917.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,0 days 00:00:04.512260000,Friday,autumn
917,Leave_Home,2010-12-03 00:00:00.000000,2020-05-14 11:34:20.092444,2020-05-14 11:34:24.459960,918.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.367516000,Friday,autumn
918,Enter_Home,2010-12-03 00:00:00.000000,2020-05-14 15:59:16.380873,2020-05-14 15:59:22.535285,919.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0 days 00:00:06.154412000,Friday,autumn
919,Relax,2010-12-03 00:00:00.000000,2020-05-14 16:15:44.233927,2020-05-14 16:50:15.361260,920.0,,,,,,,,,,,,,42.0,2.0,,1.0,4.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:34:31.127333000,Friday,autumn
920,Relax,2010-12-03 00:00:00.000000,2020-05-14 16:51:38.229604,2020-05-14 17:21:02.085554,921.0,,,,,,,,,,,,,20.0,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:29:23.855950000,Friday,autumn
921,Relax,2010-12-03 00:00:00.000000,2020-05-14 17:22:02.805137,2020-05-14 17:43:13.466989,922.0,,,,,,,,,,,,,11.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:21:10.661852000,Friday,autumn
922,Meal_Preparation,2010-12-03 00:00:00.000000,2020-05-14 17:48:29.888194,2020-05-14 17:56:11.077611,923.0,,,,,,,,,,,,,,,,,2.0,2.0,30.0,2.0,9.0,11.0,35.0,3.0,1.0,,,,,,,,,,,,0 days 00:07:41.189417000,Friday,autumn
923,Relax,2010-12-03 00:00:00.000000,2020-05-14 17:59:26.007242,2020-05-14 18:13:17.061028,924.0,,,,,,,,,,,,,8.0,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:13:51.053786000,Friday,autumn
924,Relax,2010-12-03 00:00:00.000000,2020-05-14 18:17:40.053845,2020-05-14 18:49:32.552770,925.0,,,,,,,,,,,,,39.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:31:52.498925000,Friday,autumn
